CATEGORY,NAME,NUMBER,LABEL,BASE RESPONDEN
MEDIA HABITS,SMQ155d,84d,(Membaca majalah/tabloid) Seberapa sering B/I/S...,Base : Semua responden (n : xx)
MEDIA HABITS,SMQ155e,84e,(Mengakses internet) Seberapa sering B/I/S...,Base : Semua responden (n : xx)
MEDIA HABITS,SMA156A1,85a1,Stasiun TV apakah yang sering B/I/S tonton?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A2,85a2,Stasiun TV apakah yang sering B/I/S tonton?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A3,85a3,Stasiun TV apakah yang sering B/I/S tonton?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A4,85a4,Stasiun TV apakah yang sering B/I/S tonton?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A5,85a5,Stasiun TV apakah yang sering B/I/S tonton?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A6,85a6,Stasiun TV apakah yang sering B/I/S tonton?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A7,85a7,Stasiun TV apakah yang sering B/I/S tonton?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A8,85a8,Stasiun TV apakah yang sering B/I/S tonton?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A9,85a9,Stasiun TV apakah yang sering B/I/S tonton?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156A10,85a10,Stasiun TV apakah yang sering B/I/S tonton?,Base : Responden yang menonton TV minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B1,85b1,Stasiun Radio apakah yang sering B/I/S dengar?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B2,85b2,Stasiun Radio apakah yang sering B/I/S dengar?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B3,85b3,Stasiun Radio apakah yang sering B/I/S dengar?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B4,85b4,Stasiun Radio apakah yang sering B/I/S dengar?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B5,85b5,Stasiun Radio apakah yang sering B/I/S dengar?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B6,85b6,Stasiun Radio apakah yang sering B/I/S dengar?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B7,85b7,Stasiun Radio apakah yang sering B/I/S dengar?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B8,85b8,Stasiun Radio apakah yang sering B/I/S dengar?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B9,85b9,Stasiun Radio apakah yang sering B/I/S dengar?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156B10,85b10,Stasiun Radio apakah yang sering B/I/S dengar?,Base : Responden yang mendengar Radio minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C1,85c1,Surat kabar/Koran apakah yang sering B/I/S baca?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C2,85c2,Surat kabar/Koran apakah yang sering B/I/S baca?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C3,85c3,Surat kabar/Koran apakah yang sering B/I/S baca?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C4,85c4,Surat kabar/Koran apakah yang sering B/I/S baca?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C5,85c5,Surat kabar/Koran apakah yang sering B/I/S baca?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C6,85c6,Surat kabar/Koran apakah yang sering B/I/S baca?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C7,85c7,Surat kabar/Koran apakah yang sering B/I/S baca?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C8,85c8,Surat kabar/Koran apakah yang sering B/I/S baca?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C9,85c9,Surat kabar/Koran apakah yang sering B/I/S baca?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156C10,85c10,Surat kabar/Koran apakah yang sering B/I/S baca?,Base : Responden yang membaca surat kabar minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D1,85d1,Majalah/tabloid apakah yang sering B/I/S baca?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D2,85d2,Majalah/tabloid apakah yang sering B/I/S baca?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D3,85d3,Majalah/tabloid apakah yang sering B/I/S baca?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D4,85d4,Majalah/tabloid apakah yang sering B/I/S baca?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D5,85d5,Majalah/tabloid apakah yang sering B/I/S baca?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D6,85d6,Majalah/tabloid apakah yang sering B/I/S baca?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D7,85d7,Majalah/tabloid apakah yang sering B/I/S baca?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D8,85d8,Majalah/tabloid apakah yang sering B/I/S baca?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D9,85d9,Majalah/tabloid apakah yang sering B/I/S baca?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156D10,85d10,Majalah/tabloid apakah yang sering B/I/S baca?,Base : Responden yang membaca majalah/tabloid minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E1,8.50E+02,Situs Internet apakah yang sering B/I/S kunjungi?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E2,8.50E+03,Situs Internet apakah yang sering B/I/S kunjungi?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E3,8.50E+04,Situs Internet apakah yang sering B/I/S kunjungi?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E4,8.50E+05,Situs Internet apakah yang sering B/I/S kunjungi?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E5,8.50E+06,Situs Internet apakah yang sering B/I/S kunjungi?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E6,8.50E+07,Situs Internet apakah yang sering B/I/S kunjungi?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E7,8.50E+08,Situs Internet apakah yang sering B/I/S kunjungi?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E8,8.50E+09,Situs Internet apakah yang sering B/I/S kunjungi?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E9,8.50E+10,Situs Internet apakah yang sering B/I/S kunjungi?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA156E10,8.50E+11,Situs Internet apakah yang sering B/I/S kunjungi?,Base : Responden yang mengunjungi situs internet minimal 1 kali dalam seminggu (n : xx)
MEDIA HABITS,SMA157_1,86_1,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_2,86_2,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_3,86_3,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_4,86_4,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_5,86_5,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_6,86_6,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_7,86_7,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_8,86_8,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_9,86_9,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_10,86_10,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_11,86_11,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_12,86_12,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_13,86_13,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_14,86_14,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_15,86_15,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_16,86_16,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_17,86_17,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_18,86_18,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_19,86_19,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_20,86_20,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_21,86_21,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_22,86_22,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_23,86_23,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_24,86_24,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_25,86_25,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_26,86_26,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_27,86_27,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_28,86_28,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_29,86_29,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_30,86_30,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_31,86_31,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_32,86_32,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_33,86_33,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_34,86_34,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_35,86_35,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA157_36,86_36,"Cobalah mengingat tentang kemarin dan kapan B/I/S menonton TV, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai menonton dan berhenti menonton. Bila B/I/S menonton TV lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S menonton TV",Base : Responden yang menonton TV setiap hari (n : xx)
MEDIA HABITS,SMA158_1,87_1,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
MEDIA HABITS,SMA158_2,87_2,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
MEDIA HABITS,SMA158_3,87_3,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
MEDIA HABITS,SMA158_4,87_4,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
MEDIA HABITS,SMA158_5,87_5,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
MEDIA HABITS,SMA158_6,87_6,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
MEDIA HABITS,SMA158_7,87_7,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
MEDIA HABITS,SMA158_8,87_8,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
MEDIA HABITS,SMA158_9,87_9,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
MEDIA HABITS,SMA158_10,87_10,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
MEDIA HABITS,SMA158_11,87_11,"Cobalah mengingat tentang kemarin dan kapan B/I/S mendengarkan radio, dari pagi hari hingga malam. Mohon beritahu saya, setepat mungkin yang B/I/S bisa, kapan B/I/S mulai mendengarkan dan berhenti mendengarkan. Bila B/I/S mendengarkanradio lebih dari satu kali dalam sehari, saya ingin tahu kapan saja B/I/S mendengarkan radio",Base : Responden yang mendengar radio setiap hari (n : xx)
